Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
NFILZ,Both (Shared),True,True,38,"Allergic disease (asthma, hay fever and/or eczema) (age of onset); Allergic disease (asthma, hay fever and/or eczema) (multivariate analysis); Asthma (childhood onset); CSF2 protein levels; Circulating GNLY levels; Cortical surface area; Endometriosis (MTAG); Height (baseline); Self-reported endometriosis; Triacylglycerol (54:0) [NL-18:0] levels",34
RAP1GAP2,Both (Shared),True,True,73,Asthma (sex interaction); Breast cancer specific mortality in estrogen receptor positive breast cancer; Gut microbial network clusters (Cyan (at 3 months) x Homesmokers interaction; Height (baseline); Hematological traits (multi-trait analysis); IgD+ B cell %Lymphocyte; Inflammatory skin disease; Memory B cell %lymphocyte; Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35); Reaction time,61
SAMD10,European-Only,True,False,7,Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP); Blood pressure (pleiotropy model 2 SBP adjusted for estimated causal effects x DBP); CNTN3 protein levels; Liver enzyme levels (alkaline phosphatase); Serum alkaline phosphatase levels; TNFRSF6B protein levels; Tonsillectomy,6
FOXN1,Both (Shared),True,True,5,Forced expiratory volume in 1 second (FEV1); Forced vital capacity (FVC); ICD10 B35.1: Tinea unguium; Pharyngeal disease; Tonsillectomy,5
RSKR,Both (Shared),True,True,21,Blood urea nitrogen levels; CPN2 protein levels; Clopidogrel active metabolite levels; Estimated glomerular filtration rate (creatinine); Forced expiratory volume in 1 second (FEV1); Forced vital capacity (FVC); Hematological traits (multi-trait analysis); Insomnia; QT interval; Serum levels of protein ALDOC,19
TBX1,Both (Shared),True,True,17,1-lignoceroyl-GPC (24:0) levels; Breast cancer; Chronic obstructive pulmonary disease liability (machine learning-based score); FEV1 FVC ratio Z score (UKB data field 20258); Lung function (FEV1/FVC); Nasal polyps; OBP2B protein levels; Prostate cancer; Prostate-specific antigen levels; Tonsillectomy,12
DMRT2,Both (Shared),True,True,42,"Body shape phenotype PC4; Facial morphology (factor 9, facial height related to vertical position of nasion); Facial morphology (segment 57); Free cholesterol in large HDL; Gut microbiome abundance (class Clostridium sensu stricto sp. 4 (at 3 months) x Maternal Birth Antibiotics Use interaction; High light scatter reticulocyte count; Hyperactive-impulsive symptoms; Lung function (FVC); Spermatocele (PheCode 603.2); Visceral adipose tissue volumes to abdominal adipose tissue volumes ratio",30
RPS27AP14,Both (Shared),True,True,31,"Alanine aminotransferase levels in low dose methotrexate treatment; Body shape phenotype PC4; Cortical surface area; Facial morphology (factor 9, facial height related to vertical position of nasion); Facial morphology (segment 57); Gut microbiome abundance (class Clostridium sensu stricto sp. 4 (at 3 months) x Maternal Birth Antibiotics Use interaction; Lung function (FVC); Night sleep phenotypes; Spermatocele (PheCode 603.2); Uterine fibroids",34
GLIS1,Both (Shared),True,True,54,Aortic stenosis; Digit length ratio (left hand); Estimated glomerular filtration rate (creatinine); Height (baseline); Lung disease severity in cystic fibrosis with pancreatic insufficiency; Nicotine use; Osteoarthritis (with total hip replacement); Primary open angle glaucoma (MTAG); Refractive error; Serum uric acid levels,49
EDA,European-Only,True,False,15,Circulating DSG4 levels; Intraocular pressure; Lobe attachment (rater-scored or self-reported); Male-pattern baldness; Monobrow; Morningness; Primary tooth development (number of teeth); Prostate-specific antigen levels; Serum levels of protein EDA; Tooth agenesis (maxillary lateral incisors),20
LRRC37A3,European-Only,True,False,3,Corpus callosum mid posterior subregion volume; MILR1 protein levels; Monobrow,3
ZFHX4,Both (Shared),True,True,34,Basal metabolic rate (UKB data field 23105); Bone mineral density mean; Free androgen index; Heel bone mineral density; Height (baseline); IDP T1 FAST ROIs R cerebellum crus I; Platelet count; Schizophrenia; Systolic blood pressure (MTAG); Whole body fat free mass (UKB data field 23101),40
PTPRR,Both (Shared),True,True,83,Aspartate aminotransferase to alanine aminotransferase ratio; Glioblastoma; Hematological traits (multi-trait analysis); Influenza A (H1N1) infection; Radiation-induced toxicities in head and neck cancer (standardised total average toxicity); STAB2 protein levels; Spherical equivalent; Type 2 diabetes; Uterine fibroids; Weight,78
CEP162,Both (Shared),True,True,25,Breast cancer; Childhood obesity; Cortical surface area; Hip shape mode 2; Lung function (FVC); NT5E protein levels; Unsupervised deep imaging phenotypes (UDIP-FA); Vertex-wise sulcal depth; Waist-to-hip ratio adjusted for BMI; Weight,24
LTBR,Both (Shared),True,True,123,"Ankylosing spondylitis; Aspartate aminotransferase (AST, mean, inv-norm transformed); CD5/TNFRSF9 protein level ratio; CXCL13 protein levels; Eosinophil percentage of white cells; Eosinophill percentage (UKB data field 30210); Height; SERPINA9 protein levels; monocyte (fraction, maximum, inv-norm transformed); white blood cell count (WBC, minimum, inv-norm transformed)",41
TNFRSF13B,Both (Shared),True,True,183,CXCL13 protein levels; Circulating FCRL5 levels; Disorders of plasma protein metabolism (PheCode 270.3); FCRL2/TNFRSF13B protein level ratio; Hematological traits (multi-trait analysis); Hemoglobin concentration; Interleukin-5 receptor subunit alpha levels; Mean platelet volume; SLAMF7 protein levels; Triglycerides to total lipids ratio in large HDL,38
NFKB1,Both (Shared),True,True,84,"Allergic conjunctivitis; Allergic disease (asthma, hay fever and/or eczema) (multivariate analysis); Allergic disease (asthma, hay fever or eczema); Circulating SELE levels; Eosinophil percentage of white cells; Hematological traits (multi-trait analysis); IL5RA protein levels; Mean corpuscular hemoglobin concentration; Mean reticulocyte volume; Ulcerative colitis",57
HOTAIRM1,European-Only,True,False,4,Multiple sclerosis; Tonsillectomy; Waist circumference adjusted for body mass index; Waist-hip index,3
MIPOL1,Both (Shared),True,True,54,"Corneal resistance factor (MTAG); Cranial base width; Estimated glomerular filtration rate (creatinine); Hematological traits (multi-trait analysis); Mean reticulocyte volume (UKB data field 30260); Mean sphered cell volume (UKB data field 30270); Red blood cell count; SPINK1 protein levels; Serum uric acid levels; mean corpuscular hemoglobin (MCH, mean, inv-norm transformed)",52
KLHL1,Both (Shared),True,True,34,Asthma (time to childhood onset) x early life tobacco smoke interaction; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; High myopia; Inflammatory or infectious upper respiratory disease; Insomnia; OTU99_16 (Faecalibacterium) prevalence; Response to amphetamines; Rheumatic fever; Schizophrenia; Sensory peripheral neuropathy in microtubule targeting agent-treated breast cancer,30
VGLL3,Both (Shared),True,True,27,Age at first sexual intercourse; Attention deficit hyperactivity disorder; Bioavailable testosterone levels; Facial morphology (segment 2); General cognitive ability; General risk tolerance (MTAG); Platelet count; Pubertal anthropometrics; Sex hormone-binding globulin levels adjusted for BMI; Type 2 diabetes,25
HIGD1AP18,Both (Shared),True,True,110,"Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); Basal metabolic rate (UKB data field 23105); Brain morphology (MOSTest); Forced expiratory volume in 1 second (FEV1); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; General cognitive ability; Glioblastoma; Hematological traits (multi-trait analysis); Vertical cup-disc ratio; white blood cell count (WBC, minimum, inv-norm transformed)",150
PKIA-AS1,Both (Shared),True,True,126,"Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); Basal metabolic rate (UKB data field 23105); Brain morphology (MOSTest); Forced expiratory volume in 1 second (FEV1); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; General cognitive ability; Glioblastoma; Hematological traits (multi-trait analysis); Vertical cup-disc ratio; white blood cell count (WBC, minimum, inv-norm transformed)",176
BYSL,Both (Shared),True,True,11,Blood cell traits latent factor 2 (red cell); Bone mineral density mean; Mean corpuscular hemoglobin concentration; Mean corpuscular volume; Menarche (age at onset); Monocyte percentage (UKB data field 30190); Monocyte percentage of white cells; Neutrophil-to-lymphocyte ratio; Non-albumin protein levels; Smoking initiation (ever regular vs never regular) (MTAG),10
LINC02073,Both (Shared),True,True,14,Bone mineral density mean; Dementia; Height; Lumbar disc herniation; Menarche (age at onset); Menopause (age at onset); Parkinson's disease (age of onset) x smoking interaction; Post-bronchodilator FEV1 x air pollution (NO2) interaction in childhood asthma; Prostate cancer (early onset); Smoking initiation,17
NPHP3-AS1,Both (Shared),True,True,27,Baseline memory in normal cognition; Drinks per week; Forced expiratory volume in 1 second (FEV1); Gut microbial network clusters (Salmon (at 1 year) x Older Siblings interaction; MMP1 levels; Number of pregnancies; Refractive error; Smoking initiation; Unsupervised deep imaging phenotypes (UDIP-FA); X-24309 levels,34
TRA2B,Both (Shared),True,True,39,Glioblastoma; Height (baseline); Platelet crit (UKB data field 30090); Post bronchodilator FEV1; Serum platinum levels after completion of cisplatin chemotherapy; Smoking behavior; Type 2 diabetes; Waist circumference adjusted for body mass index; Waist-to-hip ratio adjusted for BMI; Whole body fat free mass (UKB data field 23101),40
LIN28B-AS1,Both (Shared),True,True,64,Bioavailable testosterone levels; Body size at age 10; Forced expiratory volume in 1 second (FEV1); Heel bone mineral density; Height (baseline); Hematological traits (multi-trait analysis); Pubertal anthropometrics; Smoking initiation (ever regular vs never regular) (MTAG); Smoking status; Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),36
IGSF1,European-Only,True,False,10,Age at first birth; Age at first sexual intercourse; Age at voice drop; Cognitive empathy; Educational attainment; Height; Insomnia; Menarche (age at onset); Platelet count; Post-traumatic stress disorder,14
WDR25,Both (Shared),True,True,10,"Alanine levels; DLK1 protein levels; GLIPR1 protein levels; Guanidinoacetate levels; Height; Homoarginine levels; Menarche (age at onset); Total testosterone levels; Tryptophan--tRNA ligase, cytoplasmic levels; Walking pace",15
LINC01449,Both (Shared),True,True,39,Abdominal aortic aneurysm; Bioavailable testosterone levels; Estimated glomerular filtration rate (creatinine); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Interleukin-18 levels; Iris color (a* coordinate); Lung function (FVC); Noncognitive aspects of educational attainment (multivariate analysis); Smoking initiation (ever regular vs never regular) (MTAG); Type 2 diabetes,49
FAAH2,Both (Shared),True,True,14,Circulating VSIG4 levels; Height; Hypogonadism; Irritable Bowel Syndrome (PheCode 564.1); Male-pattern baldness; Menarche (age at onset); Mitochondrial DNA copy number; Mitochondrial DNA copy number (raw); Testosterone levels; Total testosterone levels,14
ATRNL1,Both (Shared),True,True,28,Bone mineral density mean; Carotid plaque burden; Estimated glomerular filtration rate (creatinine); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; General risk tolerance (MTAG); Glioma (high-grade); Information processing speed; PNLIPRP2 protein levels; Predicted developmental stuttering; Rickets or osteomalacia (PheCode 261.41),30
MIR3667HG,Both (Shared),True,True,43,Bioavailable testosterone levels; Cholesteryl Esters in Small HDL; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Free androgen index; Gut microbial network clusters (Salmon (at 1 year) x Any Breastfeeding (Duration) interaction; Gut microbial network clusters (Salmon (at 1 year) x Spring Birth (Mar-May) interaction; Hematological traits (multi-trait analysis); Low density lipoprotein cholesterol levels; Memory decline; Total lipids in small HDL,45
NR6A1,Both (Shared),True,True,7,Bone mineral density variability; Drinks per week; Encounter for long-term (current) use of antibiotics (PheCode 980); Hair color; Height; Menarche (age at onset); Orofacial clefts,13
PTGFR,Both (Shared),True,True,24,Bone mineral density (hip); COVID-19 (hospitalized covid vs population); Childhood body mass index; Depression in multiple sclerosis (post-diagnosis); Height (baseline); Hematological traits (multi-trait analysis); Lung cancer; Parahippocampal gyrus volume; Skin fluorescence in type 1 diabetes; Whole body fat free mass (UKB data field 23101),22
MED26,Both (Shared),True,True,8,"Circulating FCRL5 levels; Cognitive ability, years of educational attainment or schizophrenia (pleiotropy); Educational attainment (years of education); FCRL5 protein levels; Hematological traits (multi-trait analysis); Hepatitis A; Hypothyroidism; Neutrophil-to-lymphocyte ratio",10
IMPDH1P11,Both (Shared),True,True,5,Cognition and processing speed (confirmatory factor analysis Factor 34); Educational attainment; Educational attainment (college completion); Educational attainment (years of education); Forced vital capacity (FVC),3
LRRTM3,Both (Shared),True,True,7,Educational attainment; Educational attainment (years of education); Essential tremor; Gut microbial network clusters (Magenta (at 1 year) x Winter Birth (Dec-Feb) interaction; Height; High-sensitivity cardiac troponin T levels; Ulcerative colitis,9
RNA5SP375,Both (Shared),True,True,31,Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); CCN4 protein levels; Heel bone mineral density; Height (baseline); Linoleic acid levels; Lymphocyte percentage of white cells; Platelet count; Total cholesterol levels; Uterine fibroids; Waist-to-hip ratio adjusted for BMI,15
EPS15P1,Both (Shared),True,True,78,"Blood urea nitrogen levels; Body size at age 10; Creatinine levels in bottom 99% of individuals by creatinine levels; Height; Hypothyroidism; Insulin-like growth factors; Serum uric acid levels; Standing height (UKB data field 50); Ulcerative colitis; estimated glomerular filtration rate (eGFR, maximum, inv-norm transformed)",89
GHSR,Both (Shared),True,True,32,"Basal metabolic rate (UKB data field 23105); Bone mineral density mean; Carotid plaque burden; FEV1; Gait speed in old age; Height (baseline); Serum levels of protein IGF1; Weight (maximum, inv-normal transformed); Weight (minimum, inv-normal transformed); Whole body fat free mass (UKB data field 23101)",31
LINC02026,Both (Shared),True,True,23,Change in working memory in pediatric CNS tumors treated with craniospinal irradiation; Chronic obstructive pulmonary disease liability (machine learning-based score); Free Cholesterol to Cholesteryl Esters in Very Large HDL ratio; GRP protein levels; Gut microbiome abundance (class Ruminococcus sp. 4 (at 1 year) x Fall Birth (Sept-Nov) interaction; Hip shape mode 1; Major depressive disorder; Meniere's disease (PheCode 386.1); Serum levels of protein IGFBP3; TMPRSS5 protein levels,22
ADCY1,Both (Shared),True,True,18,Age at loss of ambulation in Duchenne muscular dystrophy; Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP); Bone mineral density mean; Circulating IGFBP1 levels; Gut microbial network clusters (SkyBlue (at 3 months) x Homesmokers interaction; Height; Hypercoagulable state (PheCode 286.8); IGF-1 and IGFBP-3 levels (bivariate analysis); Income (MTAG); OTU99_72 (Parabacteroides) abundance,20
USP8P1,Both (Shared),True,True,156,"Chronic obstructive pulmonary disease-related biomarkers; Fluid intelligence; Hemoglobin concentration; LGMN/SPINT2 protein level ratio; Linoleic acid levels; MMP9/PGLYRP1 protein level ratio; Mean reticulocyte volume; Myeloid white cell count; Type 2 diabetes; white blood cell count (WBC, minimum, inv-norm transformed)",78
L3MBTL2-AS1,Both (Shared),True,True,26,Bipolar disorder or major depressive disorder; Breast cancer; Depressive symptoms; Experiencing mood swings; Irritable bowel syndrome (MTAG); Neuroticism; Neutrophil-to-lymphocyte ratio; Personality traits or cognitive traits (multivariate analysis); Uterine fibroids; Well-being spectrum (multivariate analysis),15
L3MBTL2,Both (Shared),True,True,30,Bipolar disorder or major depressive disorder; Depressive symptoms; Experiencing mood swings; Irritable bowel syndrome (MTAG); Neuroticism; Neutrophil-to-lymphocyte ratio; Personality traits or cognitive traits (multivariate analysis); Type 2 diabetes; Uterine fibroids; Well-being spectrum (multivariate analysis),20
PAX5,Both (Shared),True,True,41,Adult body size; Bone mineral density mean; CD22 protein levels; Coronary artery disease in type 1 diabetes; Depressive symptoms; Metabolic syndrome; Morningness; Neuroticism; Obesity class II and Major depressive disorder or Schizophrenia; Well-being spectrum (multivariate analysis),31
TMCO5A,Both (Shared),True,True,39,Bipolar disorder or major depressive disorder; Body size at age 10; COVID-19 (covid vs negative); Cognitive domain scores for language or memory (pleiotropy); Drinks per week; Fruit consumption; Metabolic syndrome; NASH resolution in nonalcoholic steatohepatitis; Refractive error; Voxel-wise structural brain imaging measurements in Alzheimer’s disease,49
MLF1-DT,Both (Shared),True,True,29,Depressive symptoms; Drinks per week; Height (baseline); Lung function (FVC); Metabolic syndrome; Neuroticism; RARRES1 protein levels; Right ventricular end diastolic volume (MTAG); Smoking initiation (ever regular vs never regular); Smoking initiation (ever regular vs never regular) (MTAG),18
PCDHA2,Both (Shared),True,True,26,Alzheimer's disease or gastroesophageal reflux disease; General cognitive ability; Insomnia; Lung function (FVC); Neutrophil count; Personality traits or cognitive traits (multivariate analysis); Post-traumatic stress disorder symptom severity (avoidance); Refractive error; Schizophrenia; Visceral adipose tissue adjusted for BMI,23
PCDHA5,Both (Shared),True,True,23,General cognitive ability; Insomnia; Lung function (FVC); Major depressive disorder (broad); Neutrophil count; Personality traits or cognitive traits (multivariate analysis); Post-traumatic stress disorder symptom severity (avoidance); Refractive error; Schizophrenia; Visceral adipose tissue adjusted for BMI,18
PCDHA3,Both (Shared),True,True,25,Alzheimer's disease or gastroesophageal reflux disease; General cognitive ability; Insomnia; Lung function (FVC); Neutrophil count; Personality traits or cognitive traits (multivariate analysis); Post-traumatic stress disorder symptom severity (avoidance); Refractive error; Schizophrenia; Visceral adipose tissue adjusted for BMI,22
PCDHA4,Both (Shared),True,True,24,Alzheimer's disease or gastroesophageal reflux disease; General cognitive ability; Insomnia; Lung function (FVC); Neutrophil count; Personality traits or cognitive traits (multivariate analysis); Post-traumatic stress disorder symptom severity (avoidance); Refractive error; Schizophrenia; Visceral adipose tissue adjusted for BMI,20
PCDHA6,Both (Shared),True,True,22,Body size (confirmatory factor analysis Factor 21); Insomnia; Lung function (FVC); Major depressive disorder (broad); Neutrophil count; Personality traits or cognitive traits (multivariate analysis); Post-traumatic stress disorder symptom severity (avoidance); Refractive error; Schizophrenia; Visceral adipose tissue adjusted for BMI,17
PCMTD1,Both (Shared),True,True,10,Body shape phenotype PC3; Height; Major depressive disorder; Obesity class II and Attention deficit hyperactivity disorder or Anorexia nervosa or Schizophrenia; Primary angle-closure glaucoma (PheCode 365.2); Smoking initiation; Smoking status; Substance use disorder; Tonsillectomy; Youthful appearance (self-reported),10
PLCG1,Both (Shared),True,True,40,"Apolipoprotein B levels; Bioavailable testosterone levels; Cholesterol, total; Cholesteryl ester levels in VLDL; Height (baseline); Hematological traits (multi-trait analysis); Refractive error; Sex hormone-binding globulin levels adjusted for BMI; Total cholesterol levels; Waist-to-hip ratio adjusted for BMI",17
PAUPAR,Both (Shared),True,True,32,Bipolar disorder or major depressive disorder; Depressive symptoms; F-cooking vegetables liking (derived food-liking factor); Irritable bowel syndrome (MTAG); LACRT protein levels; Metabolite levels (HVA/5-HIAA ratio); Neuroticism; Refractive error; Residual cognitive resilience; Well-being spectrum (multivariate analysis),19
GNL1,Both (Shared),True,True,27,Aerodigestive squamous cell cancer (pleiotropy); Blood cell traits latent factor 9 (white cell); Docosahexaenoic acid levels; Fluid intelligence score (baseline); HLA DRA protein levels; Height (baseline); Hemoglobin concentration; Linoleic acid levels; Lung cancer; Platelet-to-lymphocyte ratio,31
RGS7,Both (Shared),True,True,69,"Cadmium chloride levels; Cobalt levels; Cognitive function (delayed memory); Cysteinylglycine disulfide levels; Facial morphology (factor 5, width of mouth relative to central midface); Gut microbiota alpha diversity (Simpson index); Heptachlor epoxide levels; Metabolic syndrome; Post bronchodilator FEV1; Prostate cancer (late onset)",41
FH,Both (Shared),True,True,10,"Body mass index; Cognitive function (delayed memory); Facial morphology (factor 5, width of mouth relative to central midface); Free Cholesterol to Cholesteryl Esters in Medium VLDL ratio; Fumarate hydratase, mitochondrial levels; GLIPR1 protein levels; Height; Major depressive disorder; Metabolite levels; Protein MEMO1 levels",10
PIPOX,Both (Shared),True,True,33,Bipolar disorder or major depressive disorder; Bone mineral density mean; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Glycated hemoglobin levels; Height (baseline); Hematological traits (multi-trait analysis); Phosphatidylcholine (15:0_20:3) levels; Smoking initiation; Smoking initiation (ever regular vs never regular); Smoking initiation (ever regular vs never regular) (MTAG),22
TUBGCP6,European-Only,True,False,17,DAB2/NCK2 protein level ratio; Heel bone mineral density; Mean corpuscular volume (UKB data field 30040); Mean sphered cell volume (UKB data field 30270); Mitochondrial DNA copy number (raw); PLXNB2 protein levels; Platelet crit (UKB data field 30090); Triglyceride levels in non-type 2 diabetes; Whole brain restricted directional diffusion (multivariate analysis); X-24020 levels,13
RANBP3L,Both (Shared),True,True,18,Caffeine levels; Central corneal thickness (MTAG); Corneal resistance factor (MTAG); Height; High light scatter reticulocyte percentage of red cells; Hypertension (SNP x SNP interaction); IgG glycosylation; Lumbar spine bone mineral density (integral); Lumbar spine bone mineral density (trabecular); Vertebrae bone marrow fat fraction,23
RNA5SP181,Both (Shared),True,True,31,Bone marrow fat fraction of lumbar vertebra 1; Bone marrow fat fraction of lumbar vertebra 2; Bone marrow fat fraction of lumbar vertebra 4; Bone marrow fat fraction of thoracic vertebra 11; Borderline personality disorder; Corneal resistance factor (MTAG); High light scatter reticulocyte count; Mean bone marrow fat fraction of thoracic vertebrae 8-12; Night sleep phenotypes; Vertebrae bone marrow fat fraction,23
RNU6-12P,Both (Shared),True,True,38,Body shape phenotype PC4; Bone mineral density (hip); DXA-Bone mineral density (spine) (UKB data field 23234); DXA-Bone mineral density (trunk) (UKB data field 23241); Edge-level brain connectivity (multivariate analysis); Heel bone mineral density; MEPE protein levels; Serum sclerostin levels; TNFSF11 protein levels; Waist circumference adjusted for body mass index,18
RPL7P35,Both (Shared),True,True,3,Bone density (confirmatory factor analysis Factor 19); Height; Lumbar spine bone mineral density (integral),3
SMC3,Both (Shared),True,True,4,Acute respiratory distress syndrome in sepsis; Height; Impacted third molar; Lumbar spine bone mineral density (integral),4
CTIF,Both (Shared),True,True,64,Bone marrow fat fraction of lumbar vertebra 4; Bone marrow fat fraction of thoracic vertebra 11; Estimated glomerular filtration rate (creatinine); Height (baseline); Hematological traits (multi-trait analysis); Large HDL particle concentration; Lung function (FVC); Myo-inositol levels; Red blood cell count; Smoking status,55
UAP1-DT,European-Only,True,False,3,Bone mineral density (femoral neck); Bone mineral density (total hip); Hematological traits (multi-trait analysis),2
TGM3,Both (Shared),True,True,22,"Basal cell carcinoma (MTAG); Cancer; Cystatin C plasma levels; Inflammatory skin disease; Melanomas of skin, dx or hx (PheCode 172.1); Neoplasm of uncertain behavior of skin (PheCode 173); Other non-epithelial cancer of skin (PheCode 172.2); Prepulse inhibition of the startle response; Protein-glutamine gamma-glutamyltransferase E levels; Squamous cell carcinoma (MTAG)",35
RCC2,Both (Shared),True,True,21,"Basal cell carcinoma (MTAG); Cancer; Cigarette consumption x hours spent using computers interaction; Height (baseline); Major depressive disorder; Mean platelet volume; Melanomas of skin, dx or hx (PheCode 172.1); Other non-epithelial cancer of skin (PheCode 172.2); Response to hepatitis C treatment; Squamous cell carcinoma (MTAG)",21
RHOU,Both (Shared),True,True,26,"Chronic lymphocytic leukemia; Gestational length in nulliparas; Hearing aid use; Insomnia; Melanomas of skin, dx or hx (PheCode 172.1); Neonatal abstinence syndrome; Other non-epithelial cancer of skin (PheCode 172.2); Retinal thickness (pixel 111_210); Right-hemisphere control network to amygdala white-matter structural connectivity; Type 2 diabetes",25
KRT5,European-Only,True,False,26,"Basal cell carcinoma (MTAG); Cutaneous squamous cell carcinoma; Degenerative skin conditions and other dermatoses (PheCode 702); FABP9 protein levels; Keratin, type II cytoskeletal 5 levels; Male-pattern baldness; Melanomas of skin, dx or hx (PheCode 172.1); Other non-epithelial cancer of skin (PheCode 172.2); Rate of cognitive decline in Alzheimer's disease; Squamous cell carcinoma (MTAG)",15
LINC00513,Both (Shared),True,True,69,"Albumin (maximum, inv-norm transformed); Cholesterol to Total Lipids in Very Large HDL percentage; Drinks per week; KLK13 protein levels; Low-density lipoprotein levels; Mean corpuscular volume; Neutrophil count; Red blood cell count; Sex hormone-binding globulin levels adjusted for BMI; Total cholesterol levels",34
FOXP1-IT1,European-Only,True,False,2,Basal cell carcinoma; Neutrophil-to-lymphocyte ratio,2
PCSEAT,Both (Shared),True,True,17,Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); Basal cell carcinoma (PheCode 172.21); COVID-19 (hospitalized vs not hospitalized); Cerebrospinal fluid protein ZNF815P levels; Gut microbial network clusters (Salmon (at 1 year) x Household furry pet dog (1 Year) interaction; Keratinocyte cancer (MTAG); Monocyte chemoattractant protein-3 levels; Non-melanoma skin cancer; Other non-epithelial cancer of skin (PheCode 172.2); Suicide behaviour,14
LINC00111,Both (Shared),True,True,16,Acute bronchospasm (PheCode 498); Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); Basal cell carcinoma (PheCode 172.21); COVID-19 (hospitalized vs not hospitalized); Cerebrospinal fluid protein ZNF815P levels; Gut microbial network clusters (Pink (at 1 year) x Exclusive Breastfeeding (Duration) interaction; Keratinocyte cancer (MTAG); Non-melanoma skin cancer; Other non-epithelial cancer of skin (PheCode 172.2); Suicide behaviour,13
TICAM1,Both (Shared),True,True,20,"Basal cell carcinoma (MTAG); Graves' disease; Hypothyroidism (PheCode 244); Hypothyroidism NOS (PheCode 244.4); Lymphocytic thyroiditis; Medication use (thyroid preparations); Melanomas of skin, dx or hx (PheCode 172.1); Mouth ulcers; Other non-epithelial cancer of skin (PheCode 172.2); Vitiligo",8
PLIN3-AS1,Both (Shared),True,True,18,"Autoimmune traits; Basal cell carcinoma; Basal cell carcinoma (PheCode 172.21); Circulating IFNL1 levels; Graves' disease; Hypothyroidism; IFNL1 protein levels; Keratinocyte cancer (MTAG); Melanomas of skin, dx or hx (PheCode 172.1); Other non-epithelial cancer of skin (PheCode 172.2)",6
RNASET2,Both (Shared),True,True,38,Basal cell carcinoma (MTAG); Hypothyroidism (PheCode 244); Hypothyroidism NOS (PheCode 244.4); Lung cancer; Lymphocytic thyroiditis; Medication use (thyroid preparations); Smooth-surface caries; Thyroid problems; Ulcerative colitis; Vitiligo,41
MIR3939,Both (Shared),True,True,27,Buccal mucosa cancer; Graves' disease; Hypothyroidism (PheCode 244); Hypothyroidism NOS (PheCode 244.4); Lung adenocarcinoma; Lung cancer; Lung cancer (conditioned on cigarettes per day); Lymphocytic thyroiditis; Medication use (thyroid preparations); Ulcerative colitis,27
LINC02713,Both (Shared),True,True,53,Chronotype (sMEQ score); Circulating CNTN5 levels; Facial morphology (D496); Glioblastoma; Gut microbial network clusters (Pink (at 1 year) x Exclusive Breastfeeding (3 Months) interaction; Gut microbial network clusters (Pink (at 1 year) x Exclusive Breastfeeding (Duration) interaction; Idiopathic intracranial hypertension; Information processing speed; Treponemataceae abundance in stool; Valylglycine levels,58
LHPP,Both (Shared),True,True,59,COVID-19 (hospitalized covid vs population); C_Negativicutes prevalence; Chronic kidney disease in type 2 diabetes; Height (baseline); Hematological traits (multi-trait analysis); LHPP protein levels; Liver LHPP levels; Oropharynx cancer and human papilloma virus 16 negative oropharyngeal cancer; Osteoarthritis (with total hip replacement); Testicular germ cell tumor,72
TMEM97P1,European-Only,True,False,8,Blood protein levels; Blood protein levels in cardiovascular risk; CSTB protein levels; Circulating CSTB levels; Cystatin B plasma levels; Cystatin-B levels; Dipeptidase 2 protein levels (SomaScan ID:19768-13); Pyridoxal kinase levels,9
RRP1,European-Only,True,False,6,Blood protein levels; CSTB protein levels; Cerebrospinal fluid protein CSTB levels; Circulating CSTB levels; ICOSLG protein levels; Serum levels of protein PDXK,9
PSORS1C2,Both (Shared),True,True,24,Apolipoprotein B levels; Broad depression or schizophrenia; HIV-1 susceptibility; Height (baseline); Irritable bowel syndrome (MTAG); Low density lipoprotein cholesterol levels; Mouth ulcers; Primary sclerosing cholangitis (MTAG); Serum uric acid levels; Waist-to-hip ratio adjusted for BMI,11
SLC13A3,Both (Shared),True,True,40,Cerebrospinal fluid 3-methylglutarylcarnitine (2) levels; Cerebrospinal fluid methylsuccinoylcarnitine levels; Glomerular filtration rate; Glutarate (C5-DC) levels; Glutarate (pentanedioate) levels; IDP dMRI TBSS ICVF Superior longitudinal fasciculus L; Malate levels; N-acetylglutamate levels; Plasma fumarate levels in chronic kidney disease; X-23782 levels,34
